Dataset,Pattern,Target_Class,Blending,seed,Defense,N_Patterns,ACC,F1,Precision,Recall,TPR,FPR,TP,FP,TN,FN
tiny,trigger_color_grid,1_1,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,0.5,3,agpd_2000,,0.6514,0.3465,0.2132,0.924,0.924,0.3789,9240,34099,55901,760
tiny,trigger_color_grid,1_1,0.5,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,0.5,3,abl,,0.8748,0.3738,0.3738,0.3738,0.3738,0.0696,3738,6262,83738,6262
tiny,trigger_color_grid,1_1,0.5,4,vbd,160,0.9654,0.8067,0.9148,0.7214,0.7214,0.0075,7214,672,89328,2786
tiny,trigger_color_grid,1_1,0.5,4,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,0.5,4,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,0.5,4,agpd_2000,,0.6613,0.3466,0.2147,0.8985,0.8985,0.3651,8985,32855,57145,1015
tiny,trigger_color_grid,1_1,0.5,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,0.5,4,abl,,0.8729,0.3647,0.3647,0.3647,0.3647,0.0706,3647,6353,83647,6353
tiny,trigger_color_grid,1_1,1.0,0,vbd,154,0.9735,0.8509,0.973,0.756,0.756,0.0023,7560,210,89790,2440
tiny,trigger_color_grid,1_1,1.0,0,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,0,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,0,agpd_2000,,0.6373,0.3377,0.2066,0.9247,0.9247,0.3946,9247,35512,54488,753
tiny,trigger_color_grid,1_1,1.0,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,1.0,0,abl,,0.9124,0.5619,0.5619,0.5619,0.5619,0.0487,5619,4381,85619,4381
tiny,trigger_color_grid,1_1,1.0,1,vbd,151,0.971,0.8365,0.9583,0.7422,0.7422,0.0036,7422,323,89677,2578
tiny,trigger_color_grid,1_1,1.0,1,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,1,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,1,agpd_2000,,0.6146,0.3252,0.1971,0.9286,0.9286,0.4203,9286,37824,52176,714
tiny,trigger_color_grid,1_1,1.0,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,1.0,1,abl,,0.8979,0.4894,0.4894,0.4894,0.4894,0.0567,4894,5106,84894,5106
tiny,trigger_color_grid,1_1,1.0,2,vbd,159,0.9648,0.7928,0.9627,0.6739,0.6739,0.0029,6739,261,89739,3261
tiny,trigger_color_grid,1_1,1.0,2,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,2,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,2,agpd_2000,,0.6308,0.3345,0.204,0.9277,0.9277,0.4022,9277,36196,53804,723
tiny,trigger_color_grid,1_1,1.0,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,1.0,2,abl,,0.8935,0.4673,0.4673,0.4673,0.4673,0.0592,4673,5327,84673,5327
tiny,trigger_color_grid,1_1,1.0,3,vbd,164,0.9735,0.8527,0.9615,0.7661,0.7661,0.0034,7661,307,89693,2339
tiny,trigger_color_grid,1_1,1.0,3,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,3,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,3,agpd_2000,,0.621,0.3277,0.1992,0.9236,0.9236,0.4126,9236,37132,52868,764
tiny,trigger_color_grid,1_1,1.0,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,1.0,3,abl,,0.9007,0.5034,0.5034,0.5034,0.5034,0.0552,5034,4966,85034,4966
tiny,trigger_color_grid,1_1,1.0,4,vbd,166,0.9749,0.8625,0.9555,0.786,0.786,0.0041,7860,366,89634,2140
tiny,trigger_color_grid,1_1,1.0,4,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,4,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,1_1,1.0,4,agpd_2000,,0.6435,0.3397,0.2085,0.9171,0.9171,0.3869,9171,34824,55176,829
tiny,trigger_color_grid,1_1,1.0,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_color_grid,1_1,1.0,4,abl,,0.9013,0.5063,0.5063,0.5063,0.5063,0.0549,5063,4937,85063,4937
tiny,trigger_green_square,1_1,0.1,0,vbd,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,0,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,0,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,0,agpd_2000,,0.7025,0.3037,0.1983,0.6489,0.6489,0.2916,6489,26241,63759,3511
tiny,trigger_green_square,1_1,0.1,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.1,0,abl,,0.8061,0.0305,0.0305,0.0305,0.0305,0.1077,305,9695,80305,9695
tiny,trigger_green_square,1_1,0.1,1,vbd,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,1,agpd_2000,,0.7597,0.3376,0.233,0.6123,0.6123,0.2239,6123,20155,69845,3877
tiny,trigger_green_square,1_1,0.1,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.1,1,abl,,0.8067,0.0333,0.0333,0.0333,0.0333,0.1074,333,9667,80333,9667
tiny,trigger_green_square,1_1,0.1,2,vbd,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,2,agpd_2000,,0.8981,0.02,0.2626,0.0104,0.0104,0.0032,104,292,89708,9896
tiny,trigger_green_square,1_1,0.1,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.1,2,abl,,0.8051,0.0253,0.0253,0.0253,0.0253,0.1083,253,9747,80253,9747
tiny,trigger_green_square,1_1,0.1,3,vbd,1,0.8999,0,0.0,0.0,0.0,0.0001,0,7,89993,10000
tiny,trigger_green_square,1_1,0.1,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,3,agpd_2000,,0.7372,0.3174,0.2144,0.611,0.611,0.2487,6110,22386,67614,3890
tiny,trigger_green_square,1_1,0.1,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.1,3,abl,,0.8062,0.0309,0.0309,0.0309,0.0309,0.1077,309,9691,80309,9691
tiny,trigger_green_square,1_1,0.1,4,vbd,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,4,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,4,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.1,4,agpd_2000,,0.9002,0.005,0.7576,0.0025,0.0025,0.0001,25,8,89992,9975
tiny,trigger_green_square,1_1,0.1,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.1,4,abl,,0.8054,0.0272,0.0272,0.0272,0.0272,0.1081,272,9728,80272,9728
tiny,trigger_green_square,1_1,0.2,0,vbd,25,0.9112,0.2264,0.8813,0.1299,0.1299,0.0019,1299,175,89825,8701
tiny,trigger_green_square,1_1,0.2,0,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,0,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,0,agpd_2000,,0.6846,0.3379,0.2139,0.8048,0.8048,0.3287,8048,29584,60416,1952
tiny,trigger_green_square,1_1,0.2,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.2,0,abl,,0.8965,0.4827,0.4827,0.4827,0.4827,0.0575,4827,5173,84827,5173
tiny,trigger_green_square,1_1,0.2,1,vbd,14,0.9059,0.1349,0.835,0.0734,0.0734,0.0016,734,145,89855,9266
tiny,trigger_green_square,1_1,0.2,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,1,agpd_2000,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.2,1,abl,,0.8272,0.1362,0.1362,0.1362,0.1362,0.096,1362,8638,81362,8638
tiny,trigger_green_square,1_1,0.2,2,vbd,32,0.9128,0.2641,0.8459,0.1565,0.1565,0.0032,1565,285,89715,8435
tiny,trigger_green_square,1_1,0.2,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,2,agpd_2000,,0.7096,0.3769,0.2399,0.878,0.878,0.3091,8780,27816,62184,1220
tiny,trigger_green_square,1_1,0.2,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.2,2,abl,,0.8766,0.3831,0.3831,0.3831,0.3831,0.0685,3831,6169,83831,6169
tiny,trigger_green_square,1_1,0.2,3,vbd,41,0.9169,0.3382,0.8309,0.2123,0.2123,0.0048,2123,432,89568,7877
tiny,trigger_green_square,1_1,0.2,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,3,agpd_2000,,0.6821,0.3555,0.223,0.8769,0.8769,0.3396,8769,30560,59440,1231
tiny,trigger_green_square,1_1,0.2,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.2,3,abl,,0.8282,0.1412,0.1412,0.1412,0.1412,0.0954,1412,8588,81412,8588
tiny,trigger_green_square,1_1,0.2,4,vbd,13,0.9054,0.125,0.8284,0.0676,0.0676,0.0016,676,140,89860,9324
tiny,trigger_green_square,1_1,0.2,4,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,4,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.2,4,agpd_2000,,0.6917,0.3569,0.2255,0.8555,0.8555,0.3265,8555,29385,60615,1445
tiny,trigger_green_square,1_1,0.2,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.2,4,abl,,0.842,0.2102,0.2102,0.2102,0.2102,0.0878,2102,7898,82102,7898
tiny,trigger_green_square,1_1,0.5,0,vbd,158,0.9678,0.8292,0.8831,0.7814,0.7814,0.0115,7814,1034,88966,2186
tiny,trigger_green_square,1_1,0.5,0,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,0,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,0,agpd_2000,,0.6574,0.3485,0.2152,0.9164,0.9164,0.3714,9164,33426,56574,836
tiny,trigger_green_square,1_1,0.5,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.5,0,abl,,0.8917,0.4583,0.4583,0.4583,0.4583,0.0602,4583,5417,84583,5417
tiny,trigger_green_square,1_1,0.5,1,vbd,154,0.9667,0.8228,0.8779,0.7743,0.7743,0.012,7743,1077,88923,2257
tiny,trigger_green_square,1_1,0.5,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,1,agpd_2000,,0.6541,0.3451,0.2128,0.9112,0.9112,0.3744,9112,33698,56302,888
tiny,trigger_green_square,1_1,0.5,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.5,1,abl,,0.888,0.4401,0.4401,0.4401,0.4401,0.0622,4401,5599,84401,5599
tiny,trigger_green_square,1_1,0.5,2,vbd,155,0.9657,0.8142,0.8868,0.7526,0.7526,0.0107,7526,961,89039,2474
tiny,trigger_green_square,1_1,0.5,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,2,agpd_2000,,0.6172,0.3286,0.1992,0.9365,0.9365,0.4183,9365,37643,52357,635
tiny,trigger_green_square,1_1,0.5,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.5,2,abl,,0.8993,0.4967,0.4967,0.4967,0.4967,0.0559,4967,5033,84967,5033
tiny,trigger_green_square,1_1,0.5,3,vbd,166,0.9711,0.8513,0.8766,0.8274,0.8274,0.0129,8274,1165,88835,1726
tiny,trigger_green_square,1_1,0.5,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,3,agpd_2000,,0.6286,0.3273,0.1998,0.9036,0.9036,0.402,9036,36179,53821,964
tiny,trigger_green_square,1_1,0.5,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.5,3,abl,,0.904,0.5199,0.5199,0.5199,0.5199,0.0533,5199,4801,85199,4801
tiny,trigger_green_square,1_1,0.5,4,vbd,158,0.969,0.8354,0.89,0.7872,0.7872,0.0108,7872,973,89027,2128
tiny,trigger_green_square,1_1,0.5,4,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,4,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,0.5,4,agpd_2000,,0.6429,0.3401,0.2086,0.9201,0.9201,0.3879,9201,34911,55089,799
tiny,trigger_green_square,1_1,0.5,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,0.5,4,abl,,0.8927,0.4635,0.4635,0.4635,0.4635,0.0596,4635,5365,84635,5365
tiny,trigger_green_square,1_1,1.0,0,vbd,169,0.9716,0.8464,0.923,0.7815,0.7815,0.0072,7815,652,89348,2185
tiny,trigger_green_square,1_1,1.0,0,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,0,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,0,agpd_2000,,0.6183,0.3222,0.1959,0.9075,0.9075,0.4139,9075,37249,52751,925
tiny,trigger_green_square,1_1,1.0,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,1.0,0,abl,,0.8828,0.4138,0.4138,0.4138,0.4138,0.0651,4138,5862,84138,5862
tiny,trigger_green_square,1_1,1.0,1,vbd,164,0.9726,0.8516,0.929,0.7862,0.7862,0.0067,7862,601,89399,2138
tiny,trigger_green_square,1_1,1.0,1,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,1,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,1,agpd_2000,,0.6465,0.3446,0.2115,0.9293,0.9293,0.3849,9293,34638,55362,707
tiny,trigger_green_square,1_1,1.0,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,1.0,1,abl,,0.8724,0.3618,0.3618,0.3618,0.3618,0.0709,3618,6382,83618,6382
tiny,trigger_green_square,1_1,1.0,2,vbd,165,0.9699,0.8345,0.9264,0.7592,0.7592,0.0067,7592,603,89397,2408
tiny,trigger_green_square,1_1,1.0,2,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,2,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,2,agpd_2000,,0.6647,0.3554,0.22,0.9244,0.9244,0.3642,9244,32777,57223,756
tiny,trigger_green_square,1_1,1.0,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,1.0,2,abl,,0.8538,0.2689,0.2689,0.2689,0.2689,0.0812,2689,7311,82689,7311
tiny,trigger_green_square,1_1,1.0,3,vbd,174,0.9755,0.869,0.9353,0.8114,0.8114,0.0062,8114,561,89439,1886
tiny,trigger_green_square,1_1,1.0,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,3,agpd_2000,,0.6557,0.3493,0.2153,0.924,0.924,0.3741,9240,33669,56331,760
tiny,trigger_green_square,1_1,1.0,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,1.0,3,abl,,0.8776,0.3878,0.3878,0.3878,0.3878,0.068,3878,6122,83878,6122
tiny,trigger_green_square,1_1,1.0,4,vbd,165,0.972,0.8486,0.9235,0.785,0.785,0.0072,7850,650,89350,2150
tiny,trigger_green_square,1_1,1.0,4,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,4,scan_100,,,,,,,,,,,
tiny,trigger_green_square,1_1,1.0,4,agpd_2000,,0.6321,0.3354,0.2047,0.9283,0.9283,0.4008,9283,36068,53932,717
tiny,trigger_green_square,1_1,1.0,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_green_square,1_1,1.0,4,abl,,0.8982,0.491,0.491,0.491,0.491,0.0566,4910,5090,84910,5090
tiny,trigger_white_grid,1_1,0.1,0,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,0,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,0,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,0,agpd_2000,,0.6808,0.2984,0.1912,0.6788,0.6788,0.319,6788,28709,61291,3212
tiny,trigger_white_grid,1_1,0.1,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.1,0,abl,,0.8056,0.028,0.028,0.028,0.028,0.108,280,9720,80280,9720
tiny,trigger_white_grid,1_1,0.1,1,vbd,1,0.9,0,0.0,0.0,0.0,0.0001,0,5,89995,10000
tiny,trigger_white_grid,1_1,0.1,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,1,agpd_2000,,0.8981,0.0012,0.029,0.0006,0.0006,0.0022,6,201,89799,9994
tiny,trigger_white_grid,1_1,0.1,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.1,1,abl,,0.8052,0.026,0.026,0.026,0.026,0.1082,260,9740,80260,9740
tiny,trigger_white_grid,1_1,0.1,2,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,2,agpd_2000,,0.8982,0.0004,0.0108,0.0002,0.0002,0.002,2,184,89816,9998
tiny,trigger_white_grid,1_1,0.1,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.1,2,abl,,0.8059,0.0294,0.0294,0.0294,0.0294,0.1078,294,9706,80294,9706
tiny,trigger_white_grid,1_1,0.1,3,vbd,1,0.8999,0,0.0,0.0,0.0,0.0001,0,8,89992,10000
tiny,trigger_white_grid,1_1,0.1,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,3,agpd_2000,,0.7238,0.3072,0.205,0.6122,0.6122,0.2638,6122,23739,66261,3878
tiny,trigger_white_grid,1_1,0.1,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.1,3,abl,,0.805,0.0252,0.0252,0.0252,0.0252,0.1083,252,9748,80252,9748
tiny,trigger_white_grid,1_1,0.1,4,vbd,2,0.8999,0.0002,0.0625,0.0001,0.0001,0.0002,1,15,89985,9999
tiny,trigger_white_grid,1_1,0.1,4,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,4,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.1,4,agpd_2000,,0.738,0.3337,0.2238,0.6561,0.6561,0.2529,6561,22761,67239,3439
tiny,trigger_white_grid,1_1,0.1,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.1,4,abl,,0.8054,0.0269,0.0269,0.0269,0.0269,0.1081,269,9731,80269,9731
tiny,trigger_white_grid,1_1,0.2,0,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,0,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,0,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,0,agpd_2000,,0.705,0.3068,0.2005,0.6529,0.6529,0.2892,6529,26028,63972,3471
tiny,trigger_white_grid,1_1,0.2,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.2,0,abl,,0.8057,0.0283,0.0283,0.0283,0.0283,0.108,283,9717,80283,9717
tiny,trigger_white_grid,1_1,0.2,1,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,1,agpd_2000,,0.7141,0.3045,0.2012,0.6258,0.6258,0.2761,6258,24847,65153,3742
tiny,trigger_white_grid,1_1,0.2,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.2,1,abl,,0.8061,0.0305,0.0305,0.0305,0.0305,0.1077,305,9695,80305,9695
tiny,trigger_white_grid,1_1,0.2,2,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,2,agpd_2000,,0.7079,0.3157,0.2061,0.6737,0.6737,0.2883,6737,25949,64051,3263
tiny,trigger_white_grid,1_1,0.2,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.2,2,abl,,0.8052,0.0259,0.0259,0.0259,0.0259,0.1082,259,9741,80259,9741
tiny,trigger_white_grid,1_1,0.2,3,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,3,agpd_2000,,0.7262,0.3158,0.2105,0.6319,0.6319,0.2634,6319,23702,66298,3681
tiny,trigger_white_grid,1_1,0.2,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.2,3,abl,,0.8057,0.0284,0.0284,0.0284,0.0284,0.108,284,9716,80284,9716
tiny,trigger_white_grid,1_1,0.2,4,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,4,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,4,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.2,4,agpd_2000,,0.694,0.3122,0.2014,0.6947,0.6947,0.3061,6947,27550,62450,3053
tiny,trigger_white_grid,1_1,0.2,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.2,4,abl,,0.8059,0.0295,0.0295,0.0295,0.0295,0.1078,295,9705,80295,9705
tiny,trigger_white_grid,1_1,0.5,0,vbd,4,0.9012,0.028,0.8931,0.0142,0.0142,0.0002,142,17,89983,9858
tiny,trigger_white_grid,1_1,0.5,0,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,0,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,0,agpd_2000,,0.6744,0.3417,0.2141,0.8451,0.8451,0.3446,8451,31012,58988,1549
tiny,trigger_white_grid,1_1,0.5,0,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.5,0,abl,,0.8807,0.4035,0.4035,0.4035,0.4035,0.0663,4035,5965,84035,5965
tiny,trigger_white_grid,1_1,0.5,1,vbd,5,0.9019,0.0446,0.8642,0.0229,0.0229,0.0004,229,36,89964,9771
tiny,trigger_white_grid,1_1,0.5,1,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,1,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,1,agpd_2000,,0.7047,0.349,0.2239,0.7916,0.7916,0.3049,7916,27443,62557,2084
tiny,trigger_white_grid,1_1,0.5,1,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.5,1,abl,,0.8583,0.2914,0.2914,0.2914,0.2914,0.0787,2914,7086,82914,7086
tiny,trigger_white_grid,1_1,0.5,2,vbd,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,2,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,2,agpd_2000,,0.6825,0.3514,0.2208,0.8601,0.8601,0.3372,8601,30351,59649,1399
tiny,trigger_white_grid,1_1,0.5,2,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.5,2,abl,,0.8564,0.282,0.282,0.282,0.282,0.0798,2820,7180,82820,7180
tiny,trigger_white_grid,1_1,0.5,3,vbd,2,0.901,0.0238,0.8231,0.0121,0.0121,0.0003,121,26,89974,9879
tiny,trigger_white_grid,1_1,0.5,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,3,agpd_2000,,0.7064,0.3606,0.2305,0.8281,0.8281,0.3071,8281,27643,62357,1719
tiny,trigger_white_grid,1_1,0.5,3,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
tiny,trigger_white_grid,1_1,0.5,3,abl,,0.8626,0.3129,0.3129,0.3129,0.3129,0.0763,3129,6871,83129,6871
tiny,trigger_white_grid,1_1,0.5,4,vbd,5,0.9016,0.0389,0.8361,0.0199,0.0199,0.0004,199,39,89961,9801
tiny,trigger_white_grid,1_1,0.5,4,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,4,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,1_1,0.5,4,agpd_2000,,0.6942,0.355,0.225,0.8415,0.8415,0.3221,8415,28993,61007,1585
tiny,trigger_white_grid,1_1,0.5,4,scan_2000,,0.9,0,0.0,0,0.0,0.0,0,10000,90000,0
